"","STORE_NO","REVENUE_2013","ZIP","SQUARE_FEET","U_CITY","U_STATE","CENSUS_REGION","CENSUS_DIVISION","TOT_ATTRITION_2012","TOT_ATTRITION_2013","NUM_ASSISTANT_MANAGERS","NUM_CUST_ACC_REPS","NUM_STORE_MANAGERS","NUM_EMP_PAY_TYPE_H","AVG_PAY_RATE_PAY_TYPE_S","AVG_PAY_RATE_PAY_TYPE_H","NAT_CURR_ROBBERY","NAT_CURR_BURGLARY","NAT_CURR_MOT_VEH_THEFT","NAT_PAST_ROBBERY","NAT_PAST_BURGLARY","NAT_PAST_MOT_VEH_THEFT","FRONTAGE_ROAD","NUM_PARKING_SPACES","SIGNAGE_VISIBILITY_IND","AUTOZONE_IND","TARGET_IND","WALMART_IND","PAYLESS_IND","COMP_PRESENCE_IND","STRIP_SHOP_CENTER_IND","SINGLE_TENANT_IND","PAD_IN_SHOP_CENTER_IND","MARKETING_EXP_2013","MARKETING_EXP_2012","TOT_NUM_LEADS","NUM_CONVERTED_TO_AGREEMENT","PERC_CONVERTED_TO_AGREEMENT","URBANICITY","CYA01V001","CYB02V001","CYA12V001","CYA12V002","CYA12V003","CYA12V007","CYA12V008","CYA21V001","XCX03V069","PERC_CYEA07V001","PERC_CYEA07V004","PERC_CYEA07V007","PERC_CYEA07V010","PERC_CYB11V006","PERC_CYB11V007","PERC_CYC13VV01","pred_Revenue_2013","diff_Revenue_2013","store_performance"
"2245",3892,872963,16508,5210,"ERIE","PA","Northeast","Middle Atlantic",1,2,6,8,0,4,45000,10.575,254,160,94,244,178,80,"Yes","Greater than 10","Yes",0,0,0,1,0,1,0,0,899.41,1343.37,10774,456,0.0902791526,"Suburban",132725,54884,41076,45109,38882,7855,13361,53.58,66.62,0.8035260878,0.1250631004,0.0025466189,0.0166057638,0.0202973544,0.0129363749,0.1706686758,797337.673444932,75625.3265550681,"HIGH"
"2246",3893,742328,16148,3780,"HERMITAGE","PA","Northeast","Middle Atlantic",2,0,3,5,2,4,42000,11.24,127,157,43,125,148,41,"No","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,352.15,409.01,11395,514,0.0677296086,"Emerging suburban",52394,22911,11794,20516,18772,4415,6516,84.67,58.18,0.8555178074,0.1076649998,0.0014696339,0.0065847234,0.0155383877,0.0080310768,0.4737756232,771757.428655272,-29429.4286552721,"LOW"
"2247",3894,840710,18109,4500,"ALLENTOWN","PA","Northeast","Middle Atlantic",1,0,3,4,3,4,45000,12.3825,505,122,252,375,139,219,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,1167.72,1253.51,9346,300,0.0567966679,"Urban",135649,51201,42247,46825,40269,7242,11235,34.81,91.42,0.6659392992,0.1017847533,0.0061998245,0.0240547295,0.0293353645,0.0237495361,0.1635839557,798720.864147427,41989.1358525727,"HIGH"
"2248",3896,746567,17109,4000,"HARRISBURG","PA","Northeast","Middle Atlantic",3,5,5,13,1,6,51000,10.97,459,305,333,472,289,299,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,2113.12,560.99,11872,314,0.0375732919,"Suburban",173285,73807,53162,60271,52166,11261,15945,74.97,95,0.6258995297,0.2590472343,0.0026834406,0.0338171221,0.0191445256,0.0113810343,0.1553971781,913444.957241879,-166877.957241879,"LOW"
"2249",3897,858195,17603,4000,"LANCASTER","PA","Northeast","Middle Atlantic",2,2,7,6,2,4,44000,10.875,196,93,88,234,104,148,"No","Greater than 10","No",0,0,0,0,0,1,0,0,874.57,1256.3,9150,387,0.0601772664,"Suburban",149362,57562,43405,58957,54525,7818,11192,60.06,87.66,0.7351535196,0.0942743134,0.0044455752,0.0303758653,0.0218199507,0.0163475904,0.1785193021,834657.9459587,23537.0540413004,"HIGH"
"2250",3899,1052581,19605,3750,"READING","PA","Northeast","Middle Atlantic",0,5,6,5,1,3,52000,12.166666667,263,85,105,291,68,155,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,1491.45,1351.82,12099,402,0.0788854003,"Suburban",150398,54430,43314,53429,45845,7795,12103,67.02,94.68,0.6450817165,0.0937246506,0.0063032753,0.0147076424,0.0357890869,0.0288260151,0.1352478091,1012939.50382713,39641.4961728693,"HIGH"
"2251",3900,662276,18509,4505,"SCRANTON","PA","Northeast","Middle Atlantic",2,3,3,6,1,4,45000,11.32,174,114,89,153,122,84,"Yes","Between 1 and 10","No",0,0,0,1,1,0,0,1,1733.49,911.05,8662,276,0.0378964712,"Suburban",116714,47968,34747,43752,40165,8498,10479,61.67,61.09,0.8795774286,0.0398409788,0.0018249739,0.0242644413,0.0194296197,0.0102151434,0.2083383313,728999.988293731,-66723.9882937305,"LOW"
"2252",3901,991615,17404,4000,"YORK","PA","Northeast","Middle Atlantic",2,0,5,5,2,4,48000,12.75,217,114,91,240,103,101,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,1121.14,884.91,11834,542,0.085664612,"Suburban",139924,55098,35386,57178,52325,7388,11971,78.08,78.16,0.7673022498,0.1252322689,0.0033160859,0.0195749121,0.0227957458,0.0143925369,0.1961136045,909376.283775811,82238.7162241889,"HIGH"
"2253",3904,810966,44314,5000,"AKRON","OH","Midwest","East North Central",5,0,4,7,2,4,44000,12.97,288,526,158,321,585,206,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,692.69,659.65,11725,615,0.0839132214,"Suburban",149362,61682,49373,45362,40209,8511,17855,55.81,59.55,0.6163883719,0.3235294118,0.0028119602,0.0198176243,0.0198275024,0.0121105023,0.1323094227,769669.349652139,41296.6503478606,"HIGH"
"2254",3905,711550,44310,5400,"AKRON","OH","Midwest","East North Central",1,2,4,6,1,5,43000,12.028,275,482,131,342,649,226,"No","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,866.71,676.27,13127,567,0.1037891269,"Suburban",165520,69827,53133,53761,47919,9120,19528,50.74,52.51,0.7187167714,0.2204265346,0.0024589174,0.0218463026,0.0180159537,0.0107265098,0.1315430159,830455.470117979,-118905.470117979,"LOW"
"2255",3908,940419,44705,3600,"CANTON","OH","Midwest","East North Central",1,2,5,4,2,5,46000,11.938,262,734,240,297,715,247,"Yes","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,741.86,455.9,13286,451,0.0499114653,"Suburban",122760,51156,31034,47135,42069,7803,13510,73.53,46.85,0.7966682959,0.1530954708,0.0039426523,0.0052867384,0.0203886152,0.0109860036,0.1934669273,967790.328576407,-27371.3285764072,"LOW"
"2256",3910,852194,44111,4200,"CLEVELAND","OH","Midwest","East North Central",0,1,4,6,1,4,46000,11.9425,204,275,194,245,337,216,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,884.67,797.76,13172,530,0.0538672629,"Urban",255440,112781,83976,82519,73825,12693,28179,53.62,54.27,0.7467389602,0.1364586596,0.0039265581,0.0197189164,0.0188861599,0.0129720432,0.0936658315,964104.425303898,-111910.425303898,"LOW"
"2257",3911,794372,44035,5000,"ELYRIA","OH","Midwest","East North Central",0,0,2,4,2,4,44000,11.48,142,227,89,167,248,113,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,933.16,964.14,8751,339,0.08475,"Suburban",117449,47547,28202,47988,43171,6750,11044,81.93,51.41,0.798593432,0.1157097974,0.0037377926,0.0099106846,0.0200433256,0.0115464698,0.202326116,696940.434116185,97431.5658838152,"HIGH"
"2258",3912,1005372,44123,4000,"EUCLID","OH","Midwest","East North Central",2,3,7,10,2,4,47000,11.875,222,175,141,270,211,126,"Yes","Greater than 10","No",0,0,0,0,0,1,0,0,392.4,323.76,15266,652,0.1729901831,"Suburban",88574,41153,30154,26163,23075,6200,10014,21.55,71.25,0.4707137535,0.4949307923,0.0020434891,0.0079820263,0.0152844264,0.006536583,0.2507507847,992642.224544043,12729.7754559574,"HIGH"
"2259",3913,880130,44125,4040,"GARFIELD HEIGHTS","OH","Midwest","East North Central",3,1,4,5,3,4,46000,11.2525,389,304,275,361,296,210,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,842.24,537.44,8863,398,0.1030020704,"Suburban",167367,70765,56664,48113,42213,10957,19321,57.19,74.48,0.4336936194,0.5255456571,0.0020971876,0.0098645492,0.0216915142,0.0145834805,0.1207525976,880130.000000039,-3.85334715247154e-08,"LOW"
"2260",3914,1019510,44647,4560,"MASSILLON","OH","Midwest","East North Central",7,2,12,9,1,4,50000,11.885,93,129,75,113,133,90,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,1477.3,967.82,13721,513,0.1216504624,"Emerging suburban",85283,35539,19858,35274,33064,5562,9259,87.23,39.5,0.9168298489,0.0503734625,0.0019816376,0.0066484528,0.0178676946,0.0078505304,0.2988989599,1019510,-3.0267983675003e-09,"LOW"
"2261",3917,733450,37216,5525,"NASHVILLE","TN","South","East South Central",11,6,8,17,5,5,42000,12.236,325,735,436,359,749,428,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,1250.62,1668.53,10607,381,0.0595964336,"Suburban",100384,41608,33275,28779,22920,5636,12821,38.59,55.95,0.4757829933,0.4437858623,0.0034866114,0.0110276538,0.022327437,0.0180734474,0.216349219,780218.656411122,-46768.6564111219,"LOW"
"2262",3919,850958,37211,4000,"NASHVILLE","TN","South","East South Central",0,3,4,11,1,4,45000,11.6575,266,306,268,262,379,264,"Yes","Greater than 10","Yes",1,0,0,0,0,1,0,0,-79.13,792.09,12113,422,0.0407650696,"Suburban",216945,88384,84437,64705,51833,7616,20606,81.08,54.82,0.5915692918,0.2621678306,0.003881168,0.0385212842,0.0206485337,0.0181367668,0.1321763581,856010.764948824,-5052.76494882372,"LOW"
"2263",3920,499880,1852,3800,"LOWELL","MA","Northeast","New England",3,2,2,10,2,3,42000,11.6,361,112,333,418,105,326,"Yes","Greater than 10","No",0,1,0,0,0,0,0,0,582.42,1056.6,8168,198,0.0625987986,"Suburban",175764,65014,53192,68154,60851,8044,13303,61.73,93.99,0.7153341981,0.0495664641,0.0021563005,0.1483523361,0.026748085,0.0213338666,0.1757811611,602920.74213371,-103040.74213371,"LOW"
"2264",3921,1181809,16601,4800,"ALTOONA","PA","Northeast","Middle Atlantic",1,3,6,4,1,4,51000,11.0525,53,64,29,75,70,41,"Yes","Between 1 and 10","Yes",0,0,1,1,0,0,0,0,1063.98,1158.6,17304,693,0.1472275335,"Emerging suburban",59472,24841,15480,23529,20932,4663,5453,48.8,50.89,0.9424603175,0.0295601291,0.0013788001,0.0057506053,0.0168270198,0.0081317177,0.3548728814,1172118.48992617,9690.51007382525,"HIGH"
"2265",3923,798009,15205,4621,"PITTSPURGH","PA","Northeast","Middle Atlantic",5,4,8,14,2,4,45000,10.835,260,80,106,268,86,70,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,801.67,1329.88,11764,429,0.0626643295,"Urban",113459,51357,39133,39880,35192,7531,9947,47.59,74.51,0.7896508871,0.148229757,0.0013573185,0.0312712081,0.0117023969,0.0063866659,0.2610105853,798009.000000004,-4.19095158576965e-09,"LOW"
"2266",3925,824492,15132,6750,"MCKEESPORT","PA","Northeast","Middle Atlantic",4,1,3,13,1,4,46000,11.095,144,166,62,187,168,65,"Yes","Greater than 10","No",0,0,0,1,0,0,0,0,1177.29,1489.43,10904,437,0.0907392027,"Suburban",71333,31296,17331,28648,25606,6404,7745,60.04,58.27,0.8551441829,0.1138743639,0.0019906635,0.0040233833,0.014730317,0.0068059816,0.3297632232,824492.000000007,-7.33416527509689e-09,"LOW"
"2267",3926,745068,15137,5573,"N VERSAILLES","PA","Northeast","Middle Atlantic",1,4,3,14,1,4,45000,10.5,130,208,79,169,270,93,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,674.13,729.34,11230,369,0.0976707253,"Suburban",102433,46216,27581,39905,36134,8355,9851,60.16,65.76,0.8204973007,0.1367528043,0.0016889088,0.0135210333,0.014215856,0.0066427211,0.2493434733,745068.000000007,-6.63567334413528e-09,"LOW"
"2268",3928,767140,15203,4800,"PITTSBURGH","PA","Northeast","Middle Atlantic",1,3,4,11,1,5,45000,10.518,322,172,131,325,258,104,"No","Greater than 10","No",0,0,0,1,0,0,0,0,640.03,118.73,10333,382,0.1491022639,"Urban",176541,77881,83373,49643,42319,9557,12549,29.8,85.25,0.7072464753,0.204343467,0.0018975762,0.0529338794,0.0117743737,0.0065612922,0.1558164959,854142.74082868,-87002.7408286796,"LOW"
"2269",3929,1182017,15401,4500,"UNIONTOWN","PA","Northeast","Middle Atlantic",1,3,4,11,1,5,54167.98,11.032,116,142,55,183,203,75,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,955.2,1177.31,12827,469,0.1014931833,"Emerging suburban",44583,19051,11394,17039,15651,4145,4691,108.53,53.54,0.9033488101,0.0694210798,0.0015925353,0.0052486374,0.0159571676,0.007611149,0.4839064217,1150417.8365421,31599.1634578998,"HIGH"
"2270",3930,1297619,15301,5100,"WASHINGTON","PA","Northeast","Middle Atlantic",1,1,3,8,1,5,52000,11.46,185,83,79,202,105,80,"No","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,653.63,803.03,16520,821,0.1824849967,"Emerging suburban",52564,22538,14432,21279,19504,4807,3894,94.48,59.64,0.9038315197,0.0613157294,0.0012936611,0.0062400122,0.0121572455,0.0051024936,0.5170078381,1241586.68579413,56032.3142058661,"HIGH"
"2271",3931,750589,23834,4054,"COLONIAL HEIGHT","VA","South","South Atlantic",3,4,5,6,3,3,45000,12.896666667,265,448,242,275,316,214,"Yes","Greater than 10","Unable to determine",0,0,0,0,0,0,0,0,432.88,837.59,9601,351,0.0606322335,"Emerging suburban",70241,26954,24065,23369,19834,4244,5545,60.61,66.52,0.4116399254,0.5197676571,0.003929329,0.0164718612,0.0223714477,0.0137641908,0.3380646631,750588.999999934,6.64731487631798e-08,"HIGH"
"2272",3934,732856,23701,4000,"PORTSMOUTH","VA","South","South Atlantic",4,1,4,8,1,4,51000,11.4575,247,282,273,256,308,296,"Yes","Between 1 and 10","No",0,0,0,1,0,0,0,0,1049.39,542.83,8085,286,0.0393722467,"Suburban",169056,63271,50242,58164,48279,9820,15504,91.15,64.85,0.4076459871,0.5349884062,0.004028251,0.0136877721,0.0264576188,0.0183654439,0.136729841,764945.762807203,-32089.7628072033,"LOW"
"2273",3936,1240142,23225,4000,"RICHMOND","VA","South","South Atlantic",2,3,5,8,2,5,0,12.428,351,475,408,346,386,447,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,1016.83,1413.3,14012,448,0.0928689884,"Suburban",136288,55731,43611,46329,39723,6295,14401,56.6,62.35,0.4718977459,0.4079889645,0.0046078892,0.022767962,0.0214961153,0.0138163679,0.2025123268,814634.340308393,425507.659691607,"HIGH"
"2274",3937,742587,23452,3994,"VIRGINIA BEACH","VA","South","South Atlantic",2,0,5,4,3,4,41000,11.5525,44,67,161,40,56,145,"Yes","Greater than 10","No",0,0,0,0,0,1,0,0,705.93,389.92,8525,379,0.0530440868,"Urban",171721,64663,41308,73262,64111,7228,15714,34.96,58.38,0.6046144618,0.2498820762,0.0043908433,0.0696595058,0.0245271639,0.0152328225,0.1539823318,700293.675053298,42293.3249467016,"HIGH"
"2275",3938,1066381,43229,5600,"COLUMBUS","OH","Midwest","East North Central",2,2,4,6,4,4,47000,11.875,340,540,189,471,520,339,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,1,568.47,1174.28,11479,464,0.0857512475,"Urban",153734,65890,50437,49989,43460,6523,15173,34.17,64.97,0.5822589668,0.3260501906,0.0027384964,0.021602248,0.020746699,0.0140840795,0.1503115771,941877.56873574,124503.43126426,"HIGH"
"2276",3939,708109,43204,4500,"COLUMBUS","OH","Midwest","East North Central",2,4,3,4,5,3,43000,12.936666667,456,791,378,463,671,406,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,527.21,588.79,8576,353,0.0985758168,"Urban",234270,97563,71839,79662,70329,8438,24636,80.31,56.5,0.7625133393,0.1273829342,0.0033465659,0.0282238443,0.0224675338,0.0161639146,0.1105135101,760581.661974734,-52472.6619747344,"LOW"
"2277",3940,921186,43213,4000,"WHITEHALL","OH","Midwest","East North Central",1,5,3,8,2,5,45000,12.304,242,344,199,274,441,259,"Yes","Greater than 10","Yes",0,0,0,0,1,1,0,0,798.09,221.15,9763,460,0.1439299124,"Suburban",220826,92207,63096,73581,63895,10305,27165,71.45,74.9,0.5234030413,0.3935451441,0.0027714128,0.0178466304,0.0208552496,0.012992506,0.1154393052,890627.297579209,30558.7024207907,"HIGH"
"2278",3942,550462,2908,4200,"PROVIDENCE","RI","Northeast","New England",1,6,4,4,6,3,43000,11.93,552,274,566,539,272,597,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,1024,170.63,9338,207,0.1343283582,"Urban",377049,143242,138467,113667,94375,19450,35342,60.65,95.67,0.6207866882,0.1234401895,0.0095717002,0.0450790216,0.0266123064,0.0188282766,0.0617320295,537179.165563603,13282.8344363973,"HIGH"
"2279",3944,674224,2721,4200,"FALL RIVER","MA","Northeast","New England",0,2,1,7,1,4,44000,11.7325,294,267,386,272,189,372,"Yes","Between 1 and 10","Yes",0,0,0,0,0,0,0,0,610.46,994.11,10975,334,0.1339214114,"Suburban",102250,43997,29231,37248,34045,7397,10415,52.45,60.58,0.8867579462,0.0330757946,0.0026601467,0.0227090465,0.0141600564,0.0074550538,0.2239511002,655608.184433634,18615.8155663663,"HIGH"
"2280",3945,790557,2746,5000,"NEW BEDFORD","MA","Northeast","New England",1,0,2,8,1,4,44000,11.5575,374,110,312,339,91,217,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,514.87,440.21,9259,326,0.1134307585,"Suburban",130640,51054,41916,45553,39928,8262,12222,64.56,67.98,0.7995024495,0.0523499694,0.0100275566,0.0115737906,0.0184118776,0.0102832295,0.1691901408,773953.520562059,16603.4794379415,"HIGH"
"2281",3946,973009,2119,5000,"ROXBURY","MA","Northeast","New England",2,0,2,8,1,4,52000,13.5625,605,100,445,527,97,357,"Yes","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,1,0,341.41,776.2,10371,404,0.5386666667,"Superurban",283854,112960,144972,68601,51798,8796,18876,16.07,129.23,0.4202160265,0.3378004185,0.0049497277,0.0935903669,0.0201044618,0.0151735127,0.1227990446,973009.000000008,-7.79982656240463e-09,"LOW"
"2282",3947,885679,19142,5325,"PHILADELPHIA","PA","Northeast","Middle Atlantic",10,2,8,11,2,4,50000,12.7075,855,132,234,1056,165,508,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,343.21,1196.37,12198,316,0.0503746214,"Superurban",156764,56694,73950,31898,22943,8590,10733,11.43,145.26,0.1723737593,0.723826899,0.003259677,0.0627376183,0.034007126,0.0297385967,0.1140057666,836848.71810208,48830.2818979204,"HIGH"
"2283",3948,791143,19124,4008,"PHILADELPHIA","PA","Northeast","Middle Atlantic",1,0,3,7,1,4,45000,13.2525,1408,356,1213,1244,306,802,"No","Greater than 10","No",0,0,0,0,0,1,0,0,322.9,550.72,9819,269,0.0501678478,"Superurban",223632,73842,93997,50970,36607,8646,14572,16.97,120.02,0.4025497245,0.2923016384,0.0122701581,0.0388763683,0.0473037025,0.0409252187,0.0632557058,769388.010306425,21754.9896935751,"HIGH"
"2284",3951,538840,21801,3901,"SALISBURY","MD","South","South Atlantic",3,3,5,5,2,4,42000,12.6075,238,294,263,239,453,223,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,221.71,305.39,8046,465,0.0851648352,"Emerging suburban",68659,25650,23033,22852,19367,3796,6413,81.51,52.3,0.6234142647,0.2939600052,0.0025196988,0.0289109949,0.0222222222,0.014619883,0.3541269171,665919.346989892,-127079.346989892,"LOW"
"2285",3952,1019498,19901,5051,"DOVER","DE","South","South Atlantic",2,5,5,11,2,4,47000,11.1025,137,179,248,112,125,152,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,670.87,946.51,7632,385,0.0732217573,"Emerging suburban",77867,28809,23236,28394,23876,4259,6117,116.11,58.58,0.5809649787,0.3177726123,0.0075770224,0.0288183698,0.0248533444,0.0160019438,0.3122118484,825618.924378629,193879.075621371,"HIGH"
"2286",3954,863444,19963,4067,"MILFORD","DE","South","South Atlantic",5,4,5,13,1,5,43000,11.224,54,128,61,86,153,101,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,1235.64,782.11,12684,417,0.0496192289,"Emerging suburban",31640,11980,7006,13472,12381,1895,2961,133.39,43.18,0.7451011378,0.1673514539,0.00505689,0.0096396966,0.024624374,0.0232888147,0.7275600506,874811.841552818,-11367.8415528177,"LOW"
"2287",3955,584063,21215,5776,"BALTIMORE","MD","South","South Atlantic",6,2,8,12,4,3,47000,12.71,467,175,392,497,173,308,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,212.77,693.12,7330,368,0.1811023622,"Urban",212792,86294,67821,73598,62528,16022,16196,54.84,80.6,0.3020555284,0.6356629948,0.0025235911,0.026429565,0.0244512944,0.0216353397,0.1472658747,688419.757794512,-104356.757794512,"LOW"
"2288",3957,581356,6451,4500,"MERIDEN","CT","Northeast","New England",1,0,4,5,3,3,45000,12.553333333,156,112,150,156,109,157,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,959.99,849.28,8850,312,0.0565012677,"Suburban",128726,50162,33335,52865,49086,6728,12436,85.61,83.16,0.8272221618,0.0626990662,0.0031306807,0.0242919068,0.0208125673,0.0109046689,0.2680421982,649166.22520246,-67810.2252024603,"LOW"
"2289",3958,856747,6605,4175,"BRIDGEPORT","CT","Northeast","New England",3,6,7,13,2,4,48000,11.475,678,130,496,633,141,548,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,352.78,875.24,9962,421,0.5023866348,"Urban",239850,85649,76659,82407,71868,11611,20311,49.88,108.99,0.5719824891,0.2374150511,0.0039149468,0.0354721701,0.0318158998,0.0219617275,0.1289639358,977770.791868355,-121023.791868355,"LOW"
"2290",3965,996039,46219,5685,"INDIANAPOLIS","IN","Midwest","East North Central",1,1,4,8,1,3,50000,13.056666667,228,384,156,289,459,178,"No","Greater than 10","No",0,0,0,0,0,0,0,0,1272.19,909.01,13189,419,0.0400880214,"Suburban",130686,51974,39783,39941,35510,6844,15454,48.6,64.34,0.541519367,0.362272929,0.003665274,0.0069173439,0.0292838727,0.021145188,0.1375357728,815743.099760813,180295.900239187,"HIGH"
"2291",3966,468087,46975,4727,"ROCHESTER","IN","Midwest","East North Central",1,4,5,8,1,2,40000,9.75,84,606,117,89,689,110,"Yes","Greater than 10","Unable to determine",1,0,0,0,0,0,0,0,735.37,601.86,10488,383,0.0454761339,"Emerging suburban",10441,4278,2021,4874,4617,670,908,96.04,35.92,0.9639881237,0.0062254573,0.0035437219,0.00718322,0.0217391304,0.012856475,2.1689493344,512647.993329378,-44560.9933293778,"LOW"
"2292",3967,892536,46808,8500,"FORT WAYNE","IN","Midwest","East North Central",2,1,5,8,0,4,43000,11.035,179,200,99,229,232,129,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,475.84,734.48,10739,570,0.0970873786,"Suburban",121817,49073,36519,37864,34681,5990,14765,60.27,53.45,0.720515199,0.1539768669,0.0045970595,0.0287644582,0.0240254315,0.0158946875,0.1627687433,877172.305793603,15363.6942063968,"HIGH"
