"","STORE_NO","REVENUE_2013","ZIP","SQUARE_FEET","U_CITY","U_STATE","CENSUS_REGION","CENSUS_DIVISION","TOT_ATTRITION_2012","TOT_ATTRITION_2013","NUM_ASSISTANT_MANAGERS","NUM_CUST_ACC_REPS","NUM_STORE_MANAGERS","NUM_EMP_PAY_TYPE_H","AVG_PAY_RATE_PAY_TYPE_S","AVG_PAY_RATE_PAY_TYPE_H","NAT_CURR_ROBBERY","NAT_CURR_BURGLARY","NAT_CURR_MOT_VEH_THEFT","NAT_PAST_ROBBERY","NAT_PAST_BURGLARY","NAT_PAST_MOT_VEH_THEFT","FRONTAGE_ROAD","NUM_PARKING_SPACES","SIGNAGE_VISIBILITY_IND","AUTOZONE_IND","TARGET_IND","WALMART_IND","PAYLESS_IND","COMP_PRESENCE_IND","STRIP_SHOP_CENTER_IND","SINGLE_TENANT_IND","PAD_IN_SHOP_CENTER_IND","MARKETING_EXP_2013","MARKETING_EXP_2012","TOT_NUM_LEADS","NUM_CONVERTED_TO_AGREEMENT","PERC_CONVERTED_TO_AGREEMENT","URBANICITY","CYA01V001","CYB02V001","CYA12V001","CYA12V002","CYA12V003","CYA12V007","CYA12V008","CYA21V001","XCX03V069","PERC_CYEA07V001","PERC_CYEA07V004","PERC_CYEA07V007","PERC_CYEA07V010","PERC_CYB11V006","PERC_CYB11V007","PERC_CYC13VV01","pred_Revenue_2013","diff_Revenue_2013","store_performance"
"58",151,965357,7003,4788,"BLOOMFIELD","NJ","Northeast","Middle Atlantic",1,3,3,4,1,3,49000,12.23,291,71,285,289,68,223,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","No",0,0,0,0,0,0,0,0,557.42,758.88,10426,321,0.0559136039,"Superurban",136949,53043,46876,44810,37011,6983,11924,11.93,136.73,0.3953880642,0.408633871,0.0046148566,0.0483099548,0.0277510699,0.0216428181,0.2168909594,1058371.34789043,-93014.3478904262,"LOW"
"59",152,1125777,7002,4450,"BAYONNE","NJ","Northeast","Middle Atlantic",4,7,4,14,4,5,52000,12.068,547,118,567,496,93,427,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,440.55,836.48,17028,447,0.1297909408,"Superurban",155537,56964,54297,52945,45359,8118,10135,14.09,134.81,0.3846223085,0.3239615011,0.0044812488,0.1333637655,0.0314058002,0.022522997,0.1724284254,1125776.99999995,5.0058588385582e-08,"HIGH"
"60",153,848156,7050,4000,"ORANGE","NJ","Northeast","Middle Atlantic",1,4,4,7,2,4,49000,11.8975,663,88,435,704,95,464,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,234.4,600.52,14623,420,0.1642549863,"Superurban",156280,57829,55349,46580,36427,9592,11801,15.6,155.66,0.1996736627,0.6760238034,0.0048118761,0.0232019452,0.0341178302,0.0300195404,0.168671615,954700.987241332,-106544.987241332,"LOW"
"61",154,906587,7060,4500,"PLAINFIELD","NJ","Northeast","Middle Atlantic",3,1,2,6,2,4,47000,12.71,803,136,686,972,143,1062,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,1228.52,471.04,10767,412,0.080155642,"Urban",161900,53636,46457,64666,56724,7921,9619,40.39,126.13,0.553304509,0.236695491,0.0044780729,0.0660531192,0.0382951749,0.0374002536,0.2182828907,906587.000000015,-1.45519152283669e-08,"LOW"
"62",155,1109973,8861,2960,"PERTH AMBOY","NJ","Northeast","Middle Atlantic",3,1,3,5,0,5,51000,12.714,403,82,407,394,85,479,"No","Between 1 and 10","Yes",0,0,0,0,0,0,0,0,377.86,364.58,9895,304,0.0366706876,"Urban",212588,75276,57255,87901,79399,11816,14400,48.04,120.45,0.6254492257,0.0844873652,0.0046192636,0.1458078537,0.0328922897,0.023619746,0.1449329219,1056542.59900787,53430.4009921311,"HIGH"
"63",156,940057,7111,3750,"IRVINGTON","NJ","Northeast","Middle Atlantic",2,0,1,7,2,3,50000,12.54,594,157,608,610,138,489,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,1166.22,984.86,13212,333,0.0740987984,"Superurban",212551,75884,80829,58762,42033,9924,16436,14.25,159.9,0.1175811923,0.7918852417,0.0038202596,0.0184096993,0.0356596911,0.0303753097,0.1066473458,940057.000000027,-2.70083546638489e-08,"LOW"
"64",157,904350,7036,3315,"LINDEN","NJ","Northeast","Middle Atlantic",0,1,2,2,1,3,48000,13.21,261,69,381,213,53,258,"Yes","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,459.95,427.56,11726,323,0.0468795356,"Urban",245677,85188,76484,91042,76910,11209,19501,38.7,124.93,0.5645949763,0.2326591419,0.0055357237,0.0469559625,0.0360848946,0.0290768653,0.1060498134,904350.000000033,-3.29455360770226e-08,"LOW"
"65",158,799273,10303,4072,"STATEN ISLAND","NY","Northeast","Middle Atlantic",3,2,2,10,2,5,44000,11.992,269,44,288,261,46,273,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,328.33,376.31,12294,255,0.1158564289,"Superurban",115531,39197,31781,48152,43834,5469,6347,10.97,114.6,0.6030675749,0.1678683643,0.0055569501,0.0724567432,0.0392121846,0.0343393627,0.2334265262,847103.866329185,-47830.8663291853,"LOW"
"66",159,1306454,7753,4500,"NEPTUNE CITY","NJ","Northeast","Middle Atlantic",4,2,3,15,1,5,58000,12.146,481,168,407,455,150,373,"Yes","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,2738.15,1669.61,19099,613,0.1357997342,"Suburban",123674,52550,33817,48987,42425,8473,11852,64.16,92.03,0.7216714912,0.1897973705,0.0027410773,0.0300224785,0.0194862036,0.0138915319,0.3160648156,1316004.27114728,-9550.27114728256,"LOW"
"67",160,902714,7307,4600,"JERSEY CITY","NJ","Northeast","Middle Atlantic",0,3,3,7,4,4,49000,11.8875,442,64,302,423,57,304,"Yes","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,438.78,761.84,12448,510,0.3021327014,"Superurban",224069,90782,86301,80841,66311,6105,13362,9.88,134.75,0.5459612887,0.0824433545,0.006065096,0.1679036368,0.0225595382,0.0170959001,0.1691755665,864984.951944399,37729.0480556006,"HIGH"
"68",161,1258814,7505,4200,"PATERSON","NJ","Northeast","Middle Atlantic",3,2,7,8,1,5,52000,12.394,575,70,341,662,60,514,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,777.66,822.24,9880,469,0.071657754,"Superurban",185567,58115,67862,57262,46653,9280,10346,15.44,129.34,0.4273928015,0.2657369037,0.0096083894,0.0402603911,0.0519315151,0.0514841263,0.0943863941,1155663.66873008,103150.331269919,"HIGH"
"69",162,1329124,7093,4995,"WEST NEW YORK","NJ","Northeast","Middle Atlantic",0,1,2,7,1,5,53000,13.164,626,70,425,548,66,385,"Yes","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,386.73,1374.89,15686,479,0.0858269127,"Superurban",207695,77299,62738,78629,61890,10026,18723,9.18,135.19,0.6394665254,0.0447820121,0.0110594863,0.058552204,0.0333380768,0.0284738483,0.128399817,1329124.00000002,-2.18860805034637e-08,"LOW"
"70",163,793196,8021,3790,"CLEMENTON","NJ","Northeast","Middle Atlantic",5,1,6,13,2,4,44000,12.06,439,264,333,473,232,392,"Yes","Between 1 and 10","Unable to determine",0,0,0,0,0,0,0,0,769.65,1172.27,6863,283,0.0562177195,"Suburban",133998,51978,37867,53959,47583,6475,10879,52.54,102.58,0.6938536396,0.1879057896,0.0025075001,0.0562023314,0.0237215745,0.0149486321,0.250130599,782756.817461584,10439.182538416,"HIGH"
"71",164,900661,19082,6200,"UPPER DARBY","PA","Northeast","Middle Atlantic",1,0,1,4,0,4,50000,14.0525,683,192,289,801,209,408,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,930.61,1004.42,12611,390,0.0761124122,"Superurban",214487,81837,85472,53648,40755,12901,16945,13.91,146.9,0.1795540056,0.7175353285,0.0035992857,0.0583345378,0.0315505212,0.0260762247,0.0946351061,1012605.8562309,-111944.856230905,"LOW"
"72",165,961376,19134,5000,"PHILADELPHIA","PA","Northeast","Middle Atlantic",1,1,4,4,2,4,47000,12.61,1367,395,829,1545,403,663,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,552.58,1074.74,15357,348,0.038752784,"Superurban",194966,65876,85180,41950,29040,7722,12086,12.89,120.06,0.4134515762,0.2595478186,0.014597417,0.0309387278,0.046541988,0.0424130184,0.066232061,929312.507474131,32063.4925258694,"HIGH"
"73",169,880599,11413,5144,"SPRINGFIELD GARDE","NY","Northeast","Middle Atlantic",8,2,5,13,2,3,46000,11.97,331,58,537,324,71,714,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,750.08,906.72,10651,241,0.0461774286,"Superurban",169334,54215,56257,59311,47962,9860,14014,11.47,206.07,0.0883461089,0.8086503596,0.0039389609,0.0355569466,0.049930831,0.0456146823,0.1650229724,880599.000000021,-2.06055119633675e-08,"LOW"
"74",170,1247262,11237,5650,"RIDGEWOOD","NY","Northeast","Middle Atlantic",0,1,3,4,1,4,59000,13.325,657,69,325,564,60,202,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,454.16,521.99,12720,427,0.0896682066,"Superurban",478404,169976,193798,141648,109013,18653,25250,11.56,128.61,0.4361313869,0.2883838764,0.0086161487,0.0457437647,0.0352285028,0.0403115734,0.038498842,1294115.86796889,-46853.8679688913,"LOW"
"75",171,825400,13905,4400,"BINGHAMTON","NY","Northeast","Middle Atlantic",2,4,11,8,1,4,45000,12.015,249,377,174,193,195,95,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,2144.01,968.28,10533,358,0.0678801669,"Suburban",90195,36912,33108,30032,25455,4997,8517,44.94,66.22,0.7969288763,0.0855701536,0.0024502467,0.0621098731,0.0153879497,0.0116493281,0.2659903542,875958.923317523,-50558.9233175229,"LOW"
"76",172,814083,19144,4500,"PHILADELPHIA","PA","Northeast","Middle Atlantic",1,0,1,7,0,3,48000,12.653333333,729,170,306,860,219,407,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,2317.68,1168.95,17232,311,0.0294089835,"Superurban",147855,60839,62274,35364,26719,10298,13504,13.78,146.95,0.2103073958,0.7356464103,0.0033749281,0.0154881472,0.0220746561,0.0192803958,0.1588380508,880282.691010541,-66199.6910105414,"LOW"
"77",211,700892,77063,4055,"HOUSTON","TX","South","West South Central",5,0,4,8,5,4,42000,10.9875,492,278,292,576,293,503,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,243.19,541.47,11851,338,0.0552468127,"Superurban",121666,50346,39854,41409,30127,4099,9665,13.99,73.63,0.5215425838,0.1567405849,0.0163480348,0.0771785051,0.0271521074,0.0204981528,0.214949123,703751.179741791,-2859.17974179145,"LOW"
"78",220,810379,85202,6000,"MESA","AZ","West","Mountain",2,2,5,3,2,4,46000,11.3525,403,454,338,460,389,450,"No","Greater than 10","No",0,0,0,0,0,0,0,0,1740.54,1401.62,13596,391,0.0571386819,"Urban",177582,66423,58991,53663,46425,7483,17140,40.24,90.09,0.644862655,0.0520210382,0.0482762893,0.0223051886,0.0351986511,0.0345512849,0.1148934014,731832.409649501,78546.5903504994,"HIGH"
"79",251,898849,75228,9000,"DALLAS","TX","South","West South Central",4,2,9,11,2,4,45000,10.5,384,448,428,330,435,327,"Yes","Greater than 10","Yes",0,0,0,1,0,1,0,0,633.23,1054.95,11978,436,0.0527653395,"Urban",160041,59925,41056,59290,48448,7371,13703,35.39,60.45,0.5857811436,0.1789978818,0.0083603577,0.0220131091,0.0370463079,0.0309553609,0.1533981917,840869.12089613,57979.8791038699,"HIGH"
"80",252,798492,75208,6275,"DALLAS","TX","South","West South Central",3,1,4,6,2,4,48000,12.0975,415,346,555,395,363,517,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,974.05,600.56,9686,442,0.0570469799,"Urban",252484,87169,90961,73925,56860,10806,22728,58.39,73.2,0.4337819426,0.3164160897,0.0072321414,0.0131216235,0.0447177322,0.0496621505,0.0814467451,816690.785890305,-18198.7858903049,"LOW"
"81",300,768829,48507,3828,"FLINT","MI","Midwest","East North Central",0,3,3,4,1,4,43000,11.855,266,368,83,385,573,153,"Yes","Between 1 and 10","Yes",0,0,0,0,0,0,0,0,598.41,338.16,10181,486,0.0865538736,"Suburban",145419,60368,44596,45478,39509,8845,16294,75.42,57.7,0.6624306315,0.2748953025,0.0064296963,0.0092422586,0.0215180228,0.0128544924,0.1385169751,815331.847098041,-46502.8470980407,"LOW"
"82",301,728603,35816,4800,"HUNTSVILLE","AL","South","East South Central",3,0,3,7,1,4,42000,11.5025,457,1144,791,554,1237,1310,"No","Greater than 10","No",0,0,1,0,0,0,0,0,397.89,371.07,10831,289,0.0947540984,"Suburban",108611,44961,32066,41371,37367,4207,10059,111.78,63.84,0.5531299776,0.3509036838,0.0055795453,0.0367550248,0.0179266475,0.0085184938,0.291581884,714887.379242717,13715.6207572833,"HIGH"
"83",302,954493,35601,8640,"DECATUR","AL","South","East South Central",2,0,5,5,1,5,51000,11.602,161,371,139,131,306,141,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,537.78,286.72,13691,434,0.0513305736,"Emerging suburban",60228,23966,13627,24386,20459,3552,6643,67.72,47.79,0.6635784021,0.2118947998,0.0073055722,0.0083848044,0.0197362931,0.0134774264,0.3661087866,933221.998879415,21271.0011205848,"HIGH"
"84",305,814944,31404,4000,"SAVANNAH","GA","South","South Atlantic",2,0,2,6,1,4,46000,12.5175,391,543,366,340,427,229,"Yes","Greater than 10","No",0,0,0,0,0,1,0,0,301.91,465.83,11989,383,0.1153962037,"Suburban",105912,41038,42132,27117,21983,6116,10637,59.73,58.8,0.4034103784,0.5446125085,0.0025492862,0.0189969031,0.0229055997,0.0177883912,0.1996846439,718004.453515656,96939.5464843443,"HIGH"
"85",306,693932,31906,6000,"COLUMBUS","GA","South","South Atlantic",1,6,6,5,3,4,42000,11.0825,295,511,346,275,353,240,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,1311.12,530.59,10862,318,0.1609311741,"Suburban",153718,61680,44630,49140,40672,9437,17689,129.4,60.74,0.4267750036,0.4989851546,0.0037601322,0.0150665504,0.0215953307,0.0137483787,0.134792282,776638.162172937,-82706.1621729368,"LOW"
"86",308,682287,39819,4000,"BAINBRIDGE","GA","South","South Atlantic",0,5,4,6,1,3,40000,10.75,49,51,35,48,46,36,"Yes","Greater than 10","No",0,0,0,0,0,1,0,0,1369.34,484.4,9262,333,0.0831876093,"Emerging suburban",16391,6198,4485,6050,5244,876,1336,91.93,54.27,0.4866085047,0.4655603685,0.0032334818,0.0077481545,0.0243626976,0.0150048403,1.0491733268,682286.999999997,3.25962901115417e-09,"HIGH"
"87",309,787353,31792,4800,"THOMASVILLE","GA","South","South Atlantic",2,2,6,4,3,4,42000,11.61,95,294,64,75,327,49,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,2368.53,1693.3,10130,444,0.1913793103,"Emerging suburban",28896,11457,7598,11023,9395,1765,2443,132.01,52.12,0.5408707087,0.422515227,0.0040836102,0.0085825028,0.0213843065,0.0115213407,0.7052879291,639394.542214414,147958.457785586,"HIGH"
"88",310,771985,32301,6500,"TALLAHASSEE","FL","South","South Atlantic",1,0,3,5,1,4,49000,12.715,225,387,245,313,437,288,"Yes","Greater than 10","No",1,0,0,0,0,1,0,0,1043.86,842.51,10840,369,0.0586179508,"Suburban",136340,55345,68161,32962,29617,4923,10945,119.76,55.05,0.5233460466,0.4063004254,0.0026771307,0.0312527505,0.0130454422,0.0075887614,0.1525524424,737167.084965932,34817.9150340676,"HIGH"
"89",313,771083,71603,7495,"PINE BLUFF","AR","South","West South Central",0,0,2,3,1,4,48000,13.08,220,414,88,295,512,115,"Yes","Greater than 10","Yes",0,0,0,0,1,1,0,0,1075.1,892.72,11000,290,0.0810282202,"Emerging suburban",46024,17157,14205,13724,11405,3117,5421,95.85,71.64,0.205132105,0.7706631323,0.0018251347,0.0056926821,0.0237803812,0.0201666958,0.3665913436,771082.999999983,1.71130523085594e-08,"HIGH"
"90",314,830042,72205,5820,"LITTLE ROCK","AR","South","West South Central",2,3,4,7,1,4,44000,12.555,238,632,272,196,573,234,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,280.96,275.59,11795,359,0.0749634579,"Suburban",134929,60600,36880,50163,43887,7145,16156,65.11,57.66,0.5466504606,0.3787843977,0.0035055474,0.0304382305,0.0134653465,0.0074587459,0.2343899384,856553.029900259,-26511.0299002586,"LOW"
"91",316,674898,72901,6349,"FORT SMITH","AR","South","West South Central",7,0,8,7,3,4,47000,11.1875,298,756,254,266,622,258,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,1551.07,975.3,11630,394,0.0379539543,"Emerging suburban",67626,27047,17049,23559,20715,3830,8281,48.27,43.62,0.6486410552,0.1036731435,0.0206281608,0.0510602431,0.0271749177,0.0215180981,0.2876408482,696072.298677249,-21174.2986772485,"LOW"
"92",317,723828,75501,6000,"TEXARKANA","TX","South","West South Central",1,0,3,3,2,3,48000,12.746666667,244,328,133,279,451,163,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,1181.62,459.42,10332,403,0.0523648649,"Emerging suburban",70546,28299,18559,22871,19811,4755,9502,73.83,51.29,0.5627959062,0.3677458679,0.0059960877,0.0093414226,0.0198946959,0.0131806778,0.3215915856,676021.332782558,47806.6672174418,"HIGH"
"93",319,624556,61866,6000,"RANTOUL","IL","Midwest","East North Central",3,1,2,6,1,3,45000,11.463333333,83,226,56,130,379,80,"Yes","Between 1 and 10","Yes",0,0,0,0,0,0,1,0,391.83,695.7,8372,317,0.0430589514,"Emerging suburban",16029,6453,3902,5893,5441,837,1891,94.47,52.81,0.712146734,0.1883461227,0.0052405016,0.0149728617,0.0251046025,0.013172168,1.3182980847,624556.000000031,-3.06172296404839e-08,"LOW"
"94",320,587215,62703,5213,"SPRINGFIELD","IL","Midwest","East North Central",0,0,3,3,1,3,41000,11.24,276,287,137,290,348,131,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,254.26,479.4,8359,309,0.0497104247,"Suburban",120291,53543,32885,42108,38007,6576,15591,103.06,51.82,0.7620270843,0.1846439052,0.0025022653,0.0154126244,0.0161739163,0.0100666754,0.2375655702,605052.006871169,-17837.0068711694,"LOW"
"95",321,847391,62522,6246,"DECATUR","IL","Midwest","East North Central",0,0,2,3,0,4,47000,12.4825,221,225,108,272,318,99,"Yes","Greater than 10","No",0,0,0,0,0,0,0,0,273.83,208.52,13390,536,0.0773337181,"Emerging suburban",75861,32211,19506,27598,25040,5092,9300,87.65,52.06,0.7171273777,0.2299600585,0.0024254887,0.0097151369,0.0160504176,0.0099655397,0.3305387485,872126.736580986,-24735.7365809864,"LOW"
"96",324,976861,47714,6000,"EVANSVILLE","IN","Midwest","East North Central",2,2,4,10,1,4,47000,11.125,210,555,278,196,614,211,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,895.81,581.93,12835,498,0.0631659056,"Suburban",84201,35863,24456,25050,22849,5057,13175,39.47,48.43,0.7780192634,0.1640360566,0.0028265698,0.0069951663,0.0182081811,0.0110699049,0.2549257135,939509.379352524,37351.6206474759,"HIGH"
"97",326,965117,42301,6480,"OWENSBORO","KY","South","East South Central",1,1,3,7,2,4,44000,11.2625,86,554,100,104,419,105,"No","Greater than 10","No",0,0,0,0,0,0,0,0,535.26,555.2,16432,613,0.0554851557,"Emerging suburban",60487,25595,12573,23086,20542,4735,7916,78.9,31.69,0.8769322334,0.0721312017,0.0014548581,0.0079686544,0.0182457511,0.0090642704,0.363086283,965117.000000003,-2.56113708019257e-09,"LOW"
"98",327,769182,61611,4775,"EAST PEORIA","IL","Midwest","East North Central",2,2,3,9,1,4,43000,11.4775,227,296,243,195,305,179,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,523.15,610.83,11076,452,0.0670026682,"Suburban",145120,60083,39600,53132,48731,8110,15332,112.77,53.45,0.7391193495,0.1941358875,0.0034247519,0.0134164829,0.0221194015,0.0139806601,0.1770328004,769182.000000025,-2.45636329054832e-08,"LOW"
"99",329,891449,52806,4536,"DAVENPORT","IA","Midwest","West North Central",3,3,6,10,0,5,49000,11.588,74,89,59,83,74,54,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,581.11,611.28,12130,404,0.0827868852,"Suburban",95081,38838,25794,35763,33551,4751,9332,49.68,51.97,0.7991501983,0.1122516591,0.0038493495,0.0230119582,0.0201606674,0.0119985581,0.2621343907,891679.822962365,-230.822962364648,"LOW"
"100",330,907818,62301,6166,"QUINCY","IL","Midwest","East North Central",3,1,4,3,1,3,51000,11.973333333,109,133,60,103,127,70,"Yes","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,840.31,720.2,12924,414,0.1330761813,"Emerging suburban",49029,20673,12122,18760,17694,3601,5425,72.1,38.93,0.917844541,0.0467070509,0.0018764405,0.008627547,0.0167851787,0.0070139796,0.517061331,864101.855283654,43716.1447163456,"HIGH"
"101",331,691180,61401,4039,"GALESBURG","IL","Midwest","East North Central",0,1,5,5,1,4,51000,10.755,79,138,62,92,115,61,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,549.52,345.7,11330,381,0.0702563157,"Emerging suburban",34585,14119,10693,12339,11203,2015,3864,101.74,40.57,0.8203845598,0.1087754807,0.0024577129,0.0086164522,0.0160067993,0.0087824917,0.6624259072,691180.000000011,-1.09430402517319e-08,"LOW"
"102",332,944806,61265,5700,"MOLINE","IL","Midwest","East North Central",5,0,3,10,1,4,48000,11.735,131,84,76,175,118,92,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,870.06,796.67,12420,395,0.0921605226,"Suburban",107964,45630,28406,41385,38225,6148,11294,41.49,52.58,0.7777499907,0.1179281983,0.0030473121,0.0174039495,0.0188472496,0.0126232742,0.2482494165,944805.999999984,1.6065314412117e-08,"HIGH"
"103",333,559540,61111,4000,"LOVES PARK","IL","Midwest","East North Central",4,0,3,5,2,3,43000,11.423333333,166,198,102,217,227,176,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,184.12,499.96,8586,298,0.0735076468,"Suburban",133883,53826,33830,49800,44869,7981,15926,69.49,51.2,0.7790832294,0.1269765392,0.0033910205,0.0213320586,0.0225169992,0.0146026084,0.1827416476,550787.219768563,8752.78023143741,"HIGH"
"104",334,663523,65203,4620,"COLUMBIA","MO","Midwest","West North Central",1,0,4,5,1,4,44000,12.1075,148,376,205,227,448,168,"No","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,1606.61,985.9,11629,403,0.05013685,"Suburban",120177,47793,48011,39539,36880,3773,8943,106.22,57.88,0.7874634914,0.1175848956,0.0036446242,0.0474633249,0.0148975791,0.0076580252,0.2091248741,662859.516046651,663.48395334871,"HIGH"
"105",335,707326,65109,4500,"JEFFERSON CITY","MO","Midwest","West North Central",0,4,5,8,1,4,43000,11.6225,127,331,137,136,294,113,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,969.56,609.23,13529,550,0.1055864849,"Emerging suburban",52113,22234,12647,20410,18593,2715,5726,75.67,50.94,0.8156889836,0.1269740756,0.0033772763,0.0175388099,0.017135918,0.0061167581,0.537754495,707326.000000001,-9.31322574615479e-10,"LOW"
"106",336,835822,63401,4830,"HANNIBAL","MO","Midwest","West North Central",1,1,2,5,1,4,48000,11.25,75,173,64,73,187,55,"Yes","Greater than 10","Yes",1,0,0,0,0,0,0,0,714.83,350.51,11732,351,0.1217904233,"Emerging suburban",20644,8251,4495,7815,6932,1867,2358,81.78,39.79,0.8985661693,0.0634082542,0.001937609,0.0060550281,0.022785117,0.0128469276,1.0141929859,835821.999999971,2.92202457785606e-08,"HIGH"
